record_type,name,organization,role_or_outlet_type,geographic_or_subject_scope,priority_tier,why_relevant,coverage_or_evidence,source_url,public_contact_route,verification_status,verified_on,notes
person,Candice Nguyen,Bay Area / California newsrooms,"Reporter, editor, producer, or investigative journalist",Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.","Public profile, byline, staff page, or relevant work located.",https://www.candicen.com/,https://www.candicen.com/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Julie Watts,CBS News California Investigates,Investigative correspondent covering California,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.","Official CBS profile says she leads statewide accountability investigations into lawmakers, agencies, and power structures.",https://www.cbsnews.com/sacramento/personality/julie-watts/,https://www.cbsnews.com/sacramento/personality/julie-watts/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Da Lin,KPIX / CBS Bay Area,General-assignment reporter,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.",KPIX's current team page lists Da Lin among its reporters and provides the station tip route.,https://www.cbsnews.com/sanfrancisco/kpix5/,https://www.cbsnews.com/sanfrancisco/kpix5/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Steve Tavares,East Bay Insiders,Independent East Bay political reporter and newsletter publisher,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.",Current newsletter byline demonstrates active East Bay political reporting.,https://eastbayinsiders.substack.com/p/squeeze-play,https://eastbayinsiders.substack.com/p/squeeze-play,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Lee Fang,Independent / Lee Fang newsletter,Investigative journalist and newsletter publisher,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.","Current public biography and newsletter archive document reporting on money, influence, politics, and California power.",https://www.leefang.com/about,https://www.leefang.com/about,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Corey G. Johnson,ProPublica,Investigative reporter covering conflicts of interest and corruption,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.",Current ProPublica profile explicitly solicits tips about ethical conflicts and misdeeds and states his corruption beat.,https://www.propublica.org/people/corey-johnson,https://www.propublica.org/people/corey-johnson,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Gabe Kaminsky,CBS News,Investigative reporter covering money and influence in politics,Bay Area investigative and political reporting,1,"Local knowledge, source networks, and ability to verify East Bay records.","Official CBS profile identifies his campaign-finance, lobbying, nonprofit-influence, and money-in-politics beat.",https://www.cbsnews.com/team/gabe-kaminsky/,https://www.cbsnews.com/team/gabe-kaminsky/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Nisa Khan,KQED,Audience News Desk reporter / KQED contributor,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KQED author page identifies her as an Audience News Desk reporter.,https://www.kqed.org/author/nkhan/,https://www.kqed.org/author/nkhan/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Joe Fitzgerald Rodriguez,KQED,Politics reporter and digital producer,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KQED author page says he reports and produces politics coverage.,https://www.kqed.org/author/jrodriguez,https://www.kqed.org/author/jrodriguez,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Guy Marzorati,KQED,California Politics and Government correspondent,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KQED profile says he covers state and local politics and produces the voter guide.,https://www.kqed.org/author/gmarzorati,https://www.kqed.org/author/gmarzorati,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Lisa Pickoff-White,UC Berkeley Investigative Reporting Program / California Reporting Project,Director of Research,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official Berkeley Journalism profile says she leads research using police use-of-force and misconduct records to drive reporting.,https://journalism.berkeley.edu/person/lisa_pickoff_white/,https://journalism.berkeley.edu/person/lisa_pickoff_white/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Monica Lam,Independent,"Freelance reporter, producer, and editor; former KQED senior producer",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Her public professional site describes a decade at KQED and investigative work at the Center for Investigative Reporting.,https://www.monicazlam.com/contact,https://www.monicazlam.com/contact,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Ericka Cruz Guevarra,KQED,"Host and producer, The Bay podcast",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KQED profile identifies her as host of The Bay and credits award-winning reported work.,https://www.kqed.org/author/ecruzguevarra,https://www.kqed.org/author/ecruzguevarra,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Priya David Clemens,Independent; formerly KQED Newsroom,Journalist and former KQED Newsroom host,East Bay local news and civic accountability,3,Direct geographic connection and familiarity with East Bay institutions and audiences.,Her professional site documents extensive political interviewing; KQED's program page identifies a June 2023 finale.,https://www.kqed.org/kqednewsroom,https://priyaclemens.com/,Historical role verified - current affiliation requires confirmation,2026-09-03,Treat as an independent media lead unless a current outlet affiliation is confirmed.
person,Dave Pehling,CBS Bay Area,Website managing editor,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official CBS profile identifies him as the Bay Area website managing editor.,https://www.cbsnews.com/team/dave-pehling/,https://www.cbsnews.com/team/dave-pehling/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Kelsi Thorud,KPIX / CBS Bay Area,Reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Current CBS Bay Area pages carry her reported video segments; public professional profile lists KPIX.,https://www.cbsnews.com/sanfrancisco/,https://www.cbsnews.com/sanfrancisco/,Current role verified from public source,2026-09-03,Current outlet work verified; use the newsroom route because no official individual bio page was located.
person,Cristina Rendon,KTVU FOX 2,"Anchor, reporter, and host",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"KTVU's current personalities page lists Rendon; her public professional profile describes anchor, reporter, and host duties.",https://www.ktvu.com/ktvu-station,https://www.ktvu.com/ktvu-station,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Henry Lee,KTVU FOX 2,Crime reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KTVU profile identifies him as a crime reporter and documents extensive Bay Area courts and public-safety coverage.,https://www.ktvu.com/person/l/henry-lee,https://www.ktvu.com/person/l/henry-lee,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Bigad Shaban,NBC Bay Area,Investigative reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official NBC Bay Area bio identifies him as an investigative reporter whose work prompted hearings and policy changes.,https://www.nbcbayarea.com/author/bigad-shaban/,https://www.nbcbayarea.com/contact-us,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Andie Judson,KING 5 Seattle,Investigative reporter,East Bay local news and civic accountability,3,Direct geographic connection and familiarity with East Bay institutions and audiences.,Current public journalist profile lists Judson as a KING 5 investigative reporter; her California investigations remain relevant background.,https://muckrack.com/andie-judson,https://www.king5.com/,Current role verified from public source,2026-09-03,Now based in Seattle; lower geographic priority despite strong investigative credentials and prior California reporting.
person,Joe Kukura,SFist,Former associate editor and political correspondent,East Bay local news and civic accountability,Do not contact,Direct geographic connection and familiarity with East Bay institutions and audiences.,SFist reports that Kukura died in March 2026; retain only as a historical coverage reference.,https://sfist.com/2026/03/13/joe-kukura-lover-of-san-francisco-longtime-voice-on-sfist-dies-at-55/,,Deceased - historical reference only,2026-09-03,Removed from active outreach consideration. Do not contact or treat as a current media lead.
person,Matthew S. Bajko,Bay Area Reporter,Assistant editor and political columnist,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Current outlet archive shows continuing 2026 political reporting and identifies his byline.,https://www.ebar.com/search/1?advancedSearch=1&author=1&searchBox=Matthew+S.+Bajko&search_for=exact+phrase,https://www.ebar.com/search/1?advancedSearch=1&author=1&searchBox=Matthew+S.+Bajko&search_for=exact+phrase,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Kris Ankarlo,KCBS Radio,Anchor and reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public professional resume lists KCBS anchor/reporter work focused on politics, transportation, climate, and breaking news.",https://krisankarlo.com/wp-content/uploads/2024/06/resume-june-2023.pdf,https://krisankarlo.com/,Current role verified from public source,2026-09-03,Role is supported by a public resume; re-check the current KCBS staff roster before outreach.
person,Keith Burbank,Bay City News / Local News Matters,Alameda County and Oakland reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official author archive identifies him as a full-time reporter covering Alameda County and Oakland.,https://localnewsmatters.org/author/keith-burbank/,https://www.baycitynews.com/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Zac Farber,Berkeleyside / Cityside,"Editor-in-Chief, Berkeleyside",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Cityside's current directory lists Farber as Berkeleyside editor-in-chief; his professional site emphasizes accountability editing.,https://citysidejournalism.org/about/,https://zacfarber.com/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Nico Savidge,Berkeleyside / Cityside,"News Editor, Berkeleyside",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Cityside's current newsroom directory lists Savidge as Berkeleyside news editor.,https://citysidejournalism.org/about/,https://richmondside.org/author/nico-savidge/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Alex Gecan,Berkeleyside / Cityside,Senior public safety reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Cityside's current newsroom directory lists Gecan as Berkeleyside's senior public-safety reporter.,https://citysidejournalism.org/about/,https://citysidejournalism.org/about/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Roselyn Romero,The Oaklandside / Cityside,Small business reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Cityside's current newsroom directory lists Romero as The Oaklandside's small-business reporter.,https://citysidejournalism.org/about/,https://citysidejournalism.org/about/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Natalie Orenstein,The Oaklandside / Cityside,Senior housing and homelessness reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Cityside's current newsroom directory lists Orenstein as the senior housing and homelessness reporter.,https://citysidejournalism.org/about/,https://citysidejournalism.org/about/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Sean S. Reinhart,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://www.oaklandreport.org/p/sean-reinhart-our-new-managing-editor,https://www.oaklandreport.org/p/sean-reinhart-our-new-managing-editor,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Susan J. Bassi,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://www.susanjbassi.com/,https://www.susanjbassi.com/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Tim Redmond,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://48hills.org/author/tim/,https://48hills.org/author/tim/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Susan Crabtree,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://www.realclearpolitics.com/video/2026/04/16/on_background_23_california_is_a_cauldron_of_corruption.html,https://www.realclearpolitics.com/video/2026/04/16/on_background_23_california_is_a_cauldron_of_corruption.html,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Gil Duran,The Nerd Reich / FrameLab,"Independent California journalist, writer, and newsletter founder",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,His current professional site identifies him as a California journalist and links his political newsletters and public contact route.,https://www.gilduran.com/,https://www.gilduran.com/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Kate Wolffe,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://calmatters.org/author/kate-wolffe/,https://calmatters.org/author/kate-wolffe/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Lynn La,East Bay local and regional outlets,"Reporter, editor, blogger, producer, or local-news leader",East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Public profile, byline, staff page, or relevant work located.",https://calmatters.org/author/lynn-la/,https://calmatters.org/author/lynn-la/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Andrew Donohue,CalMatters,Investigative Editor,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official CalMatters profile says he leads investigations and has overseen projects that forced institutional change.,https://calmatters.org/author/andrew-donohue/,https://calmatters.org/author/andrew-donohue/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Matthew Green,KQED,Digital media producer and editor/reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,Official KQED profile identifies him as a digital media producer with extensive East Bay reporting experience.,https://www.kqed.org/author/matthewgreen,https://www.kqed.org/author/matthewgreen,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Brian Krans,KQED / Richmondside / Vallejo Sun,Contributing reporter,East Bay local news and civic accountability,1,Direct geographic connection and familiarity with East Bay institutions and audiences.,"Official KQED profile identifies him as a local investigative reporter, Richmondside contributor, and Vallejo Sun founding member.",https://www.kqed.org/author/bkrans,https://www.kqed.org/author/bkrans,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Jake Pearson,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.propublica.org/people/jake-pearson,https://www.propublica.org/people/jake-pearson,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Andy Kroll,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.propublica.org/people/Andy-Kroll,https://www.propublica.org/people/Andy-Kroll,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Nina Heller,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://rollcall.com/author/nina-heller/,https://rollcall.com/author/nina-heller/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Valerie Yurk,CQ Roll Call,House leadership and Congress reporter,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Current Roll Call author page shows active 2026 congressional ethics and House coverage.,https://rollcall.com/author/valerie-yurk/,https://rollcall.com/author/valerie-yurk/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Kate Santaliz,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.axios.com/2026/05/10/congress-sexual-misconduct-chuck-edwards-metoo-swalwell,https://www.axios.com/2026/05/10/congress-sexual-misconduct-chuck-edwards-metoo-swalwell,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Lisa Desjardins,PBS NewsHour,Correspondent covering the U.S. Capitol and Congress,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Official PBS NewsHour profile identifies her as a correspondent covering Congress and the Capitol.,https://www.pbs.org/newshour/author/lisa-desjardins,https://www.pbs.org/newshour/author/lisa-desjardins,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Karen Tumulty,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.washingtonpost.com/politics/2026/04/23/congress-swalwell-ethics-cherfilus-mccormick-gonzales/,https://www.washingtonpost.com/politics/2026/04/23/congress-swalwell-ethics-cherfilus-mccormick-gonzales/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Anna Liss-Roy,The Washington Post,Congress reporter focused on visual and multimedia coverage,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Official Post profile identifies her as a Congress reporter and publishes a Signal route for secure tips.,https://www.washingtonpost.com/people/anna-liss-roy/?page=1,https://www.washingtonpost.com/people/anna-liss-roy/?page=1,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Michael Kranish,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.washingtonpost.com/people/michael-kranish/,https://www.washingtonpost.com/people/michael-kranish/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Rosalind S. Helderman,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.washingtonpost.com/people/rosalind-s-helderman/,https://www.washingtonpost.com/people/rosalind-s-helderman/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Praveena Somasundaram,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.washingtonpost.com/people/praveena-somasundaram/,https://www.washingtonpost.com/people/praveena-somasundaram/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Dan Eggen,The Washington Post,Political enterprise editor,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Official Post announcement names him political enterprise editor; his profile documents campaign-finance, lobbying, and money-in-politics experience.",https://www.washingtonpost.com/pr/2024/12/11/dan-eggen-named-political-enterprise-editor-washington-post/,https://www.washingtonpost.com/people/dan-eggen/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Kenneth P. Vogel,The New York Times,"Reporter covering money in politics, lobbying, and influence","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Official Times byline is the public route for a reporter whose beat includes money in politics and influence.,https://www.nytimes.com/by/kenneth-p-vogel,https://www.nytimes.com/by/kenneth-p-vogel,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Theodore Schleifer,The New York Times,"Reporter covering billionaires, political influence, and campaign money","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Current Times byline and recent work place him on the billionaire-influence and political-money beat.,https://www.nytimes.com/by/theodore-schleifer,https://www.nytimes.com/by/theodore-schleifer,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Eric Lipton,The New York Times,"Investigative reporter covering lobbying, ethics, and corporate influence","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Official Times byline and Pulitzer biography document Washington investigations into lobbying, ethics, and corporate agendas.",https://www.nytimes.com/by/eric-lipton,https://www.nytimes.com/by/eric-lipton,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Rebecca Ballhaus,The Wall Street Journal,Investigative reporter,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Current public journalist profile places her on The Wall Street Journal investigations team.,https://muckrack.com/rebecca-ballhaus,https://www.wsj.com/tips,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Sarah Ferris,CNN,Capitol Hill reporter,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Official CNN announcement says she covers Capitol Hill, with deep experience reporting on House leadership and congressional power.",https://cnnpressroom.blogs.cnn.com/2024/09/23/sarah-ferris-joins-cnn-as-a-reporter-covering-capitol-hill/,https://cnnpressroom.blogs.cnn.com/2024/09/23/sarah-ferris-joins-cnn-as-a-reporter-covering-capitol-hill/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Clare Foran,CNN,Congress reporter,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Current public professional profile and the official congressional press list place her with CNN covering Congress.,https://www.linkedin.com/in/clareforan,https://www.cnn.com/tips/,Current role verified from public source,2026-09-03,Current affiliation is supported by a public profile and government press list; no standalone CNN bio was located.
person,Lauren Fox,CNN,Congressional correspondent,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,CNN's official Capitol Hill team announcement identifies her as a congressional correspondent.,https://cnnpressroom.blogs.cnn.com/2025/01/16/cnn-announces-2025-white-house-and-capitol-hill-teams/,https://www.cnn.com/tips/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Pamela Brown,CNN,Anchor and chief investigative correspondent,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Official CNN announcement identifies her as an anchor and chief investigative correspondent.,https://cnnpressroom.blogs.cnn.com/2023/01/11/cnn-names-pamela-brown-chief-investigative-correspondent-and-anchor/,https://www.cnn.com/tips/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Allison Gordon,CNN,Investigative reporter and producer,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Current public journalist profile and recent CNN bylines show investigative reporting and production work, including congressional ethics coverage.",https://muckrack.com/alligordon_,https://www.cnn.com/tips/,Current role verified from public source,2026-09-03,No standalone CNN staff biography was located; re-check current assignment before outreach.
person,Caitlin Yilek,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.cbsnews.com/news/sheila-cherfilus-mccormick-house-ethics-committee-sanctions/,https://www.cbsnews.com/news/sheila-cherfilus-mccormick-house-ethics-committee-sanctions/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,Kathryn Watson,CBS News,Politics reporter for CBS News Digital,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Official CBS News profile identifies her as a Washington-based politics reporter.,https://www.cbsnews.com/team/kathryn-watson/,https://www.cbsnews.com/team/kathryn-watson/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Olivia Beavers,The Wall Street Journal,Congress reporter,"Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,A current media-moves report and the official congressional press list place her at The Wall Street Journal covering Congress.,https://www.axios.com/newsletters/axios-communicators-a82e1cb0-c465-11ef-b594-b1a503d75b73,https://www.wsj.com/tips,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Michael Isikoff,SpyTalk,"Contributing editor; investigative journalist, author, and podcaster","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,Current public journalist profile lists him as a SpyTalk contributing editor with recent 2026 work; Yahoo's staff page appears archival.,https://muckrack.com/michael-isikoff,https://www.spytalk.co/,Current role verified from public source,2026-09-03,Do not use the Yahoo title as current without confirmation.
person,Zack Kopplin,National political and investigative outlets,"Congress, ethics, politics, or investigative reporter/editor/producer","Congressional ethics, influence, and national investigations",2,Subject-matter experience with congressional accountability and ability to amplify well-documented findings.,"Public profile, byline, staff page, or relevant work located.",https://www.occrp.org/en/staff/zack-kopplin,https://www.occrp.org/en/staff/zack-kopplin,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
person,David Barstow,UC Berkeley Graduate School of Journalism,"Chair, Investigative Reporting Program",Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Berkeley profile identifies him as chair of the Investigative Reporting Program and notes a Fall 2026 sabbatical.,https://journalism.berkeley.edu/person/david-barstow/,https://journalism.berkeley.edu/person/david-barstow/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Bernice Yeung,UC Berkeley Investigative Reporting Program,Managing Director and Managing Editor,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Berkeley profile identifies her as the program's managing director and managing editor.,https://journalism.berkeley.edu/person/bernice-yeung/,https://journalism.berkeley.edu/person/bernice-yeung/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
